"","Overall-Rank","Criteria.Ca-Rank","Criteria.Cb-Rank","Criteria.Cc-Rank","Criteria.Cd-Rank","Criteria.Ca-Value","Criteria.Cb-Value","Criteria.Cc-Value","Criteria.Cd-Value"
"MEI+CUT+AUT+CON",1061,1381,587,1333,1,0.6619,0.7778,0.1542,1
"MEI+CUT+LOE+AUT",1062,1306,702,1309,1,0.3713,0.6667,0.1625,1
"KNN+NON+PQN+NON",1063,1356,1508,1053,1,0.5197,0.6111,0.2375,1
"MDI+NON+CON+PAR",1064,1335,1526,1234,1,0.4332,0.5556,0.1833,1
"MDI+NON+CON+VAS",1065,1354,1508,1234,1,0.4998,0.6111,0.1833,1
"MDI+NON+CON+NON",1066,1355,1526,1234,1,0.5067,0.5556,0.1833,1
"HAM+LOG+SUM+POW",1067,1404,1,34,1,1.1369,1,0.7333,1
"HAM+CUT+SUM+PAR",1068,1402,1,54,1,1.0198,1,0.7208,1
"HAM+CUT+SUM+VAS",1069,1405,1,54,1,1.1772,1,0.7208,1
"HAM+LOG+SUM+PAR",1070,1480,1,13,1,2.4306,1,0.75,1
"MEI+NON+VAS+EIG",1071,1424,1,97,1,1.5065,1,0.6667,1
"KNN+LOG+LEV+MEA",1072,1565,1,1,1,5.0112,1,0.825,1
"HAM+CUT+POW+SUM",1073,1579,1,5,1,6.2976,1,0.7667,1
"HAM+LOG+LIN+LEV",1074,1491,1,126,1,2.6106,1,0.6167,1
"HAM+LOG+MST+LEV",1075,1491,1,126,1,2.6106,1,0.6167,1
"KNN+CUT+VAS+EIG",1076,1526,1,101,1,3.199,1,0.6583,1
"HAM+NON+POW+SUM",1077,1623,1,5,1,13.5569,1,0.7667,1
"HAM+LOG+LIW+LEV",1078,1416,1,233,1,1.4223,1,0.5625,1
"KNN+LOG+EIG+LEV",1079,1509,1,153,1,2.7821,1,0.6083,1
"MEI+CUT+VAS+EIG",1080,1551,1,123,1,4.4248,1,0.6208,1
"HAM+CUT+SUM+NON",1081,1620,1,54,1,10.9645,1,0.7208,1
"HAM+LOG+SUM+NON",1082,1661,1,13,1,66.8199,1,0.75,1
"HAM+CUT+LEV+SUM",1083,1621,1,64,1,12.7551,1,0.7083,1
"KNN+LOG+LEV+SUM",1084,1689,1,2,1,1736.6343,1,0.8125,1
"KNN+NON+QUA+VAS",1085,1445,1,255,1,1.9613,1,0.55,1
"MEI+CUT+EIG+VAS",1086,1597,1,107,1,7.9299,1,0.65,1
"KNN+LOG+LIN+LEV",1087,1513,1,213,1,2.8526,1,0.5667,1
"KNN+LOG+MST+LEV",1088,1513,1,213,1,2.8526,1,0.5667,1
"MDI+CUT+EIG+VAS",1089,1595,1,141,1,7.8438,1,0.6125,1
"HAM+NON+LEV+SUM",1090,1641,1,101,1,23.0755,1,0.6583,1
"HAM+CUT+PAR+SUM",1091,1644,1,104,1,27.4097,1,0.6542,1
"KNN+NON+CUB+NON",1092,1393,1,365,1,0.8122,1,0.5167,1
"MEI+CUT+LIW+VAS",1093,1568,1,197,1,5.5989,1,0.575,1
"MEI+LOG+MEA+LEV",1094,1473,1,292,1,2.3371,1,0.5375,1
"HAM+LOG+PAR+SUM",1095,1664,1,116,1,74.9832,1,0.6458,1
"HAM+NON+PAR+SUM",1096,1648,1,141,1,28.4966,1,0.6125,1
"KNN+LOG+CUB+LEV",1097,1438,1,365,1,1.8973,1,0.5167,1
"HAM+LOG+RAN+SUM",1098,1654,1,153,1,34.3123,1,0.6083,1
"HAM+CUT+RAN+SUM",1099,1649,1,164,1,29.5831,1,0.6042,1
"HAM+NON+VAS+EIG",1100,1385,1,438,1,0.7402,1,0.4917,1
"KNN+LOG+LEV+PQN",1101,1569,1,255,1,5.6466,1,0.55,1
"MEI+LOG+EIG+LEV",1102,1464,1,365,1,2.1895,1,0.5167,1
"HAM+NON+LIN+VAS",1103,1412,1,438,1,1.3246,1,0.4917,1
"HAM+NON+MST+VAS",1104,1412,1,438,1,1.3246,1,0.4917,1
"HAM+CUT+VAS+EIG",1105,1452,1,403,1,2.0712,1,0.5083,1
"KNN+NON+CUB+VAS",1106,1521,1,365,1,3.0343,1,0.5167,1
"HAM+LOG+QUA+LEV",1107,1484,1,408,1,2.4834,1,0.5,1
"MEI+NON+VAS+MED",1108,1505,1,408,1,2.7371,1,0.5,1
"KNN+CUT+QUA+VAS",1109,1572,1,342,1,5.7655,1,0.5208,1
"HAM+NON+RAN+SUM",1110,1633,1,292,1,20.5003,1,0.5375,1
"MEI+NON+CUB+VAS",1111,1537,1,408,1,3.7578,1,0.5,1
"MDI+NON+VAS+EIG",1112,1423,1,527,1,1.4929,1,0.4708,1
"KNN+CUT+CUB+VAS",1113,1611,1,365,1,8.676,1,0.5167,1
"MEI+CUT+QUA+VAS",1114,1591,1,393,1,7.4082,1,0.5125,1
"MEI+NON+EIG+VAS",1115,1490,1,517,1,2.5906,1,0.475,1
"HAM+NON+SUM+VAS",1116,1472,524,34,1,2.3262,0.8889,0.7333,1
"HAM+CUT+LOE+VAS",1117,1542,1,494,1,4.1652,1,0.4792,1
"HAM+CUT+VAS+MED",1118,1546,1,494,1,4.2092,1,0.4792,1
"KNN+CUT+LIN+VAS",1119,1561,1,480,1,4.8255,1,0.4833,1
"KNN+CUT+MST+VAS",1120,1561,1,480,1,4.8255,1,0.4833,1
"KNN+CUT+SUM+PAR",1121,1459,501,87,1,2.1246,0.9444,0.675,1
"MDI+LOG+QUA+LEV",1122,1523,1,527,1,3.1133,1,0.4708,1
"KNN+CUT+PAR+QUA",1123,661,1,1389,1,0.1051,1,0.1333,1
"MEI+CUT+CUB+VAS",1124,1619,1,438,1,10.5893,1,0.4917,1
"KNN+LOG+PAR+SUM",1125,1659,1,408,1,50.5088,1,0.5,1
"MEI+NON+QUA+VAS",1126,1486,1,589,1,2.5342,1,0.45,1
"HAM+NON+SUM+PAR",1127,1530,524,34,1,3.3989,0.8889,0.7333,1
"MDI+NON+CUB+VAS",1128,1535,1,555,1,3.6051,1,0.4625,1
"MDI+LOG+CUB+LEV",1129,1456,1,643,1,2.1002,1,0.4292,1
"MEI+CUT+VAS+PQN",1130,1607,1,494,1,8.2229,1,0.4792,1
"HAM+NON+PQN+VAS",1131,1419,1,682,1,1.4573,1,0.4167,1
"MDI+NON+VAS+MED",1132,1502,1,606,1,2.7237,1,0.4458,1
"MDI+NON+SUM+PAR",1133,1499,550,65,1,2.6924,0.8333,0.7042,1
"MEI+NON+SUM+PAR",1134,1498,550,79,1,2.6632,0.8333,0.6792,1
"HAM+LOG+MED+LEV",1135,1475,501,179,1,2.3409,0.9444,0.5875,1
"MDI+NON+QUA+VAS",1136,1482,1,682,1,2.473,1,0.4167,1
"KNN+CUT+MEA+VAS",1137,1397,1,767,1,0.8241,1,0.3833,1
"KNN+CUT+MEA+LEV",1138,1414,1,767,1,1.3512,1,0.3833,1
"MDI+CUT+VAS+LIW",1139,1614,1,572,1,8.9413,1,0.4542,1
"MEI+NON+POW+SUM",1140,1596,524,72,1,7.8455,0.8889,0.6958,1
"HAM+NON+VAS+MED",1141,1422,1,776,1,1.479,1,0.3792,1
"KNN+CUT+SUM+VAS",1142,1612,501,87,1,8.8626,0.9444,0.675,1
"KNN+CUT+SUM+NON",1143,1627,501,87,1,16.0651,0.9444,0.675,1
"HAM+NON+SUM+NON",1144,1658,524,34,1,44.0146,0.8889,0.7333,1
"MDI+NON+SUM+VAS",1145,1609,550,65,1,8.5142,0.8333,0.7042,1
"HAM+CUT+PQN+VAS",1146,1543,1,682,1,4.1814,1,0.4167,1
"MEI+NON+SUM+VAS",1147,1605,550,79,1,8.2116,0.8333,0.6792,1
"KNN+CUT+CON+RAN",1148,780,1,1468,1,0.125,1,0.0917,1
"MDI+NON+SUM+NON",1149,1636,550,65,1,22.0776,0.8333,0.7042,1
"HAM+CUT+EIG+VAS",1150,1538,1,713,1,3.9638,1,0.4042,1
"MDI+CUT+CUB+VAS",1151,1617,1,643,1,10.3213,1,0.4292,1
"MEI+NON+SUM+NON",1152,1637,550,79,1,22.1667,0.8333,0.6792,1
"MDI+NON+EIG+VAS",1153,1489,1,783,1,2.5896,1,0.375,1
"HAM+CUT+VAS+PQN",1154,1552,1,746,1,4.506,1,0.3958,1
"HAM+NON+CUB+VAS",1155,1465,1,844,1,2.1987,1,0.3542,1
"HAM+LOG+EIG+LEV",1156,1426,550,342,1,1.5426,0.8333,0.5208,1
"MEI+CUT+SUM+LEV",1157,144,544,63,1587,0.0029,0.8333,0.7167,0.6667
"HAM+CUT+VAS+SUM",1158,1690,550,101,1,1845.7563,0.8333,0.6583,1
"HAM+NON+VAS+SUM",1159,1683,550,117,1,598.4415,0.8333,0.6417,1
"MDI+NON+VAS+LIW",1160,1522,1,840,1,3.0443,1,0.3583,1
"KNN+NON+VAS+LIW",1161,1470,1,892,1,2.304,1,0.3333,1
"MEI+NON+VAS+MEA",1162,1510,1,871,1,2.7822,1,0.3417,1
"HAM+NON+VAS+LIW",1163,1450,524,408,1,2.043,0.8889,0.5,1
"MEI+CUT+PQN+VAS",1164,1604,1,783,1,8.1709,1,0.375,1
"KNN+LOG+VAS+LIW",1165,1613,1,783,1,8.9155,1,0.375,1
"MEI+NON+LIN+VAS",1166,1496,1,910,1,2.6338,1,0.3167,1
"MEI+NON+MST+VAS",1167,1496,1,910,1,2.6338,1,0.3167,1
"KNN+CUT+VAS+MED",1168,1575,1,833,1,6.0034,1,0.3625,1
"MEI+NON+PAR+SUM",1169,1650,550,213,1,30.1457,0.8333,0.5667,1
"KNN+LOG+LEV+MED",1170,1545,1,871,1,4.2065,1,0.3417,1
"HAM+CUT+MEA+VAS",1171,1060,1,1366,1,0.2665,1,0.1375,1
"MEI+NON+PQN+VAS",1172,1507,1,925,1,2.7691,1,0.3125,1
"KNN+LOG+LEV+NON",1173,1544,1,892,1,4.2007,1,0.3333,1
"KNN+CUT+LOE+VAS",1174,1578,1,860,1,6.294,1,0.3458,1
"HAM+LOG+CON+POW",1175,493,524,1425,1,0.0863,0.8889,0.1042,1
"MEI+NON+VAS+NON",1176,1504,1,938,1,2.7305,1,0.3083,1
"MEI+CUT+VAS+MED",1177,1603,1,840,1,8.0562,1,0.3583,1
"KNN+CUT+VAS+MEA",1178,1580,1,871,1,6.3075,1,0.3417,1
"KNN+NON+RAN+SUM",1179,1647,501,306,1,28.4578,0.9444,0.5333,1
"MEI+CUT+VAS+NON",1180,1601,1,860,1,8.0384,1,0.3458,1
"KNN+CUT+CON+PAR",1181,1013,1,1468,1,0.2363,1,0.0917,1
"HAM+LOG+LEV+PQN",1182,1466,524,494,1,2.2405,0.8889,0.4792,1
"MEI+LOG+QUA+LEV",1183,1529,501,462,1,3.3892,0.9444,0.4875,1
"KNN+NON+LEV+SUM",1184,1626,524,393,1,14.4735,0.8889,0.5125,1
"MEI+CUT+SUM+RAN",1185,368,545,62,1583,0.0497,0.8333,0.7167,0.6667
"MEI+CUT+VAS+LIW",1186,1610,550,408,1,8.6313,0.8333,0.5,1
"MDI+LOG+LIW+LEV",1187,1540,501,572,1,4.075,0.9444,0.4542,1
"HAM+LOG+VAS+LIW",1188,1519,501,643,1,3.0062,0.9444,0.4292,1
"KNN+CUT+RAN+SUM",1189,1651,501,555,1,30.486,0.9444,0.4625,1
"KNN+LOG+RAN+SUM",1190,1653,501,643,1,31.3989,0.9444,0.4292,1
"MDI+NON+MED+LEV",1191,1457,501,900,1,2.1113,0.9444,0.3292,1
"KNN+CUT+CON+NON",1192,945,497,1468,1,0.2064,0.9444,0.0917,1
"MEI+NON+MED+LEV",1193,1471,524,938,1,2.3043,0.8889,0.3083,1
"MEI+CUT+SUM+AUT",1194,804,550,58,1572,0.1373,0.8333,0.7167,0.6667
"MDI+NON+PAR+SUM",1195,1652,550,123,1520,30.9581,0.8333,0.6208,0.9167
"MDI+LOG+SUM+PAR",1196,1429,587,21,1,1.5893,0.7778,0.7375,1
"MDI+LOG+PAR+MST",1197,91,630,1348,1,0.0013,0.7778,0.1458,1
"MEI+CUT+POW+MST",1198,90,630,1366,1,0.0012,0.7778,0.1375,1
"MDI+LOG+RAN+MST",1199,96,637,1366,1,0.0013,0.7222,0.1375,1
"MEI+CUT+LEV+MST",1200,87,630,1395,1,0.0012,0.7778,0.1208,1
"MDI+CUT+POW+MST",1201,88,619,1431,1,0.0012,0.7778,0.1,1
"MDI+CUT+RAN+MST",1202,95,637,1412,1,0.0013,0.7222,0.1083,1
"MDI+CUT+LEV+MST",1203,86,630,1428,1,0.0012,0.7778,0.1042,1
"MDI+CUT+POW+SUM",1204,1469,660,21,1,2.2919,0.7222,0.7375,1
"MEI+LOG+RAN+MST",1205,102,645,1405,1,0.0014,0.7222,0.1125,1
"MDI+CUT+POW+LIN",1206,100,630,1431,1,0.0014,0.7778,0.1,1
"MEI+CUT+POW+LIN",1207,168,630,1366,1,0.0083,0.7778,0.1375,1
"KNN+NON+VAS+EIG",1208,1403,702,79,1,1.0924,0.6667,0.6792,1
"MEI+CUT+LEV+LIN",1209,171,619,1397,1,0.0093,0.7778,0.1208,1
"MDI+LOG+RAN+LIN",1210,189,645,1366,1,0.0149,0.7222,0.1375,1
"MDI+CUT+LEV+LIN",1211,143,630,1428,1,0.0028,0.7778,0.1042,1
"MDI+CUT+MST+NON",1212,69,702,1431,1,0,0.6667,0.1,1
"MEI+CUT+RAN+MST",1213,101,637,1480,1,0.0014,0.7222,0.0917,1
"KNN+NON+QUA+NON",1214,1387,587,255,1,0.7575,0.7778,0.55,1
"MEI+NON+RAN+MST",1215,99,637,1497,1,0.0014,0.7222,0.0833,1
"MDI+CUT+RAN+LIN",1216,175,645,1415,1,0.0103,0.7222,0.1083,1
"MDI+CUT+LEV+SUM",1217,1558,660,20,1,4.7132,0.7222,0.7417,1
"MDI+LOG+SUM+NON",1218,1635,587,21,1,21.9628,0.7778,0.7375,1
"KNN+CUT+POW+MST",1219,133,637,1480,1,0.0023,0.7222,0.0917,1
"KNN+LOG+SUM+PAR",1220,1476,702,73,1,2.3426,0.6667,0.6875,1
"MDI+NON+RAN+MST",1221,93,637,1524,1,0.0013,0.7222,0.075,1
"MEI+NON+PAR+MST",1222,115,637,1520,1,0.0017,0.7222,0.0792,1
"MEI+CUT+RAN+LIN",1223,188,645,1468,1,0.0145,0.7222,0.0917,1
"HAM+LOG+LEV+MEA",1224,1477,587,268,1,2.3563,0.7778,0.5458,1
"MDI+LOG+PAR+LIN",1225,374,619,1351,1,0.051,0.7778,0.1458,1
"HAM+CUT+MED+LEV",1226,1432,702,210,1,1.7029,0.6667,0.5708,1
"KNN+LOG+VAS+PQN",1227,1390,702,255,1,0.7813,0.6667,0.55,1
"KNN+CUT+POW+SUM",1228,1559,702,87,1,4.732,0.6667,0.675,1
"KNN+CUT+POW+LIN",1229,237,645,1468,1,0.0224,0.7222,0.0917,1
"HAM+CUT+LIW+VAS",1230,1428,702,233,1,1.564,0.6667,0.5625,1
"MEI+LOG+RAN+LIN",1231,328,645,1405,1,0.0431,0.7222,0.1125,1
"HAM+NON+LOE+VAS",1232,1408,1,970,1,1.2398,1,0.2958,1
"KNN+CUT+LEV+SUM",1233,1581,702,104,1,6.3419,0.6667,0.6542,1
"HAM+CUT+MEA+NON",1234,321,702,1366,1,0.0415,0.6667,0.1375,1
"MDI+CUT+SUM+LEV",1235,141,637,7,1606,0.0027,0.7222,0.7583,0.5833
"KNN+NON+LOE+NON",1236,1391,702,310,1,0.7862,0.6667,0.5292,1
"KNN+LOG+SUM+NON",1237,1645,702,73,1,28.2492,0.6667,0.6875,1
"HAM+CUT+LEV+MEA",1238,355,702,1366,1,0.0465,0.6667,0.1375,1
"MEI+LOG+LEV+PQN",1239,1520,702,213,1,3.0165,0.6667,0.5667,1
"MDI+LOG+PAR+SUM",1240,1657,660,122,1,43.8785,0.7222,0.625,1
"MEI+LOG+MED+LEV",1241,1443,1,1009,1,1.9533,1,0.275,1
"MEI+NON+RAN+LIN",1242,318,645,1502,1,0.041,0.7222,0.0833,1
"KNN+NON+LOE+VAS",1243,1453,702,310,1,2.0929,0.6667,0.5292,1
"MEI+NON+LIW+VAS",1244,1433,702,342,1,1.7082,0.6667,0.5208,1
"HAM+NON+VAS+MEA",1245,1427,1,1049,1,1.5636,1,0.2417,1
"HAM+CUT+LIN+VAS",1246,1441,1,1053,1,1.949,1,0.2375,1
"HAM+CUT+MST+VAS",1247,1441,1,1053,1,1.949,1,0.2375,1
"HAM+LOG+LEV+MED",1248,1447,587,462,1,1.9662,0.7778,0.4875,1
"KNN+LOG+LEV+LIW",1249,1681,660,165,1,430.8354,0.7222,0.6,1
"KNN+LOG+QUA+LEV",1250,1468,702,342,1,2.2719,0.6667,0.5208,1
"KNN+CUT+PAR+SUM",1251,1646,702,169,1,28.422,0.6667,0.5958,1
"MDI+CUT+MEA+VAS",1252,1111,1,1420,1,0.3018,1,0.1083,1
"MDI+NON+VAS+MEA",1253,1508,1,1023,1,2.776,1,0.2667,1
"HAM+NON+CON+RAN",1254,408,645,1484,1,0.0627,0.7222,0.0875,1
"MDI+CUT+LIW+VAS",1255,1570,702,272,1,5.7375,0.6667,0.5417,1
"MDI+NON+LIN+VAS",1256,1493,1,1053,1,2.6197,1,0.2375,1
"MDI+NON+MST+VAS",1257,1493,1,1053,1,2.6197,1,0.2375,1
"MEI+LOG+CUB+LEV",1258,1467,660,429,1,2.2544,0.7222,0.4958,1
"MDI+NON+RAN+LIN",1259,389,645,1524,1,0.0582,0.7222,0.075,1
"KNN+LOG+MEA+LEV",1260,1411,1,1147,1,1.3184,1,0.2125,1
"MEI+NON+CON+RAN",1261,550,645,1366,1,0.0944,0.7222,0.1375,1
"KNN+NON+VAS+SUM",1262,1687,587,292,1,900.4125,0.7778,0.5375,1
"KNN+CUT+VAS+SUM",1263,1694,587,292,1,2845.4919,0.7778,0.5375,1
"HAM+CUT+VAS+MEA",1264,1553,1,1037,1,4.588,1,0.25,1
"KNN+LOG+MED+LEV",1265,1488,1,1120,1,2.5569,1,0.2167,1
"MDI+CUT+SUM+RAN",1266,353,645,8,1607,0.0464,0.7222,0.7583,0.5833
"MDI+CUT+VAS+MED",1267,1600,1,1023,1,7.9971,1,0.2667,1
"MEI+CUT+MEA+LEV",1268,1534,1,1096,1,3.5024,1,0.225,1
"KNN+NON+SUM+RAN",1269,377,619,30,1607,0.0518,0.7778,0.7333,0.5833
"KNN+LOG+LOE+LEV",1270,1548,1,1087,1,4.3087,1,0.2333,1
"MDI+CUT+VAS+SUM",1271,1693,660,306,1,2483.366,0.7222,0.5333,1
"MDI+LOG+RAN+SUM",1272,1643,702,321,1,24.7557,0.6667,0.525,1
"HAM+NON+VAS+PQN",1273,1421,1,1245,1,1.4689,1,0.1792,1
"MDI+NON+LIW+VAS",1274,1431,702,537,1,1.6316,0.6667,0.4667,1
"HAM+NON+MEA+LEV",1275,1564,1,1109,1,4.9694,1,0.2208,1
"KNN+NON+VAS+MEA",1276,1458,1,1220,1,2.1197,1,0.1875,1
"MEI+NON+VAS+SUM",1277,1684,702,310,1,817.2001,0.6667,0.5292,1
"MDI+NON+VAS+SUM",1278,1685,702,310,1,841.0864,0.6667,0.5292,1
"MDI+CUT+VAS+EIG",1279,1550,1,1147,1,4.3869,1,0.2125,1
"MEI+CUT+VAS+MEA",1280,1608,1,1096,1,8.2417,1,0.225,1
"HAM+LOG+VAS+LIN",1281,177,1178,1351,1,0.0109,0.6667,0.1458,1
"HAM+NON+VAS+NON",1282,1420,1,1293,1,1.4574,1,0.1667,1
"MEI+CUT+VAS+SUM",1283,1692,702,321,1,2426.7764,0.6667,0.525,1
"KNN+CUT+VAS+PQN",1284,1585,702,429,1,6.74,0.6667,0.4958,1
"MEI+LOG+LEV+MEA",1285,1525,702,494,1,3.1406,0.6667,0.4792,1
"HAM+CUT+VAS+NON",1286,1541,1,1189,1,4.1606,1,0.2,1
"MDI+NON+AUT+LIW",1287,1319,1,1420,1,0.3882,1,0.1083,1
"KNN+NON+LIW+VAS",1288,1434,702,606,1,1.7245,0.6667,0.4458,1
"MDI+CUT+PQN+POW",1289,190,1178,1386,1,0.0151,0.6667,0.1333,1
"MDI+LOG+VAS+NON",1290,1141,1,1619,1,0.3203,1,0.0083,1
"KNN+NON+VAS+PQN",1291,1454,702,606,1,2.0988,0.6667,0.4458,1
"HAM+CUT+QUA+VAS",1292,1524,702,537,1,3.1298,0.6667,0.4667,1
"MDI+LOG+MEA+LEV",1293,1437,1,1333,1,1.877,1,0.1542,1
"MEI+LOG+LIW+LEV",1294,1448,702,623,1,2.0362,0.6667,0.4417,1
"HAM+NON+MED+LEV",1295,1474,702,606,1,2.3387,0.6667,0.4458,1
"MDI+NON+PQN+VAS",1296,1503,1,1279,1,2.7246,1,0.1708,1
"KNN+CUT+RAN+LIN",1297,254,1178,1362,1,0.0284,0.6667,0.1417,1
"MDI+CUT+VAS+MEA",1298,1606,1,1189,1,8.2227,1,0.2,1
"KNN+NON+SUM+LEV",1299,544,619,30,1607,0.0933,0.7778,0.7333,0.5833
"MDI+CUT+MEA+RAN",1300,682,702,1420,1,0.1076,0.6667,0.1083,1
"MEI+NON+RAN+PQN",1301,756,702,1354,1,0.1134,0.6667,0.1458,1
"MDI+CUT+LIN+RAN",1302,680,702,1431,1,0.1075,0.6667,0.1,1
"MDI+CUT+MST+RAN",1303,680,702,1431,1,0.1075,0.6667,0.1,1
"KNN+CUT+CON+AUT",1304,1345,1,1468,1,0.4491,1,0.0917,1
"MDI+CUT+LEV+MED",1305,259,1178,1386,1,0.0302,0.6667,0.1333,1
"MDI+CUT+POW+MED",1306,191,1178,1462,1,0.0151,0.6667,0.0958,1
"MDI+CUT+VAS+PQN",1307,1599,1,1234,1,7.9945,1,0.1833,1
"MDI+CUT+POW+MEA",1308,194,1178,1462,1,0.0152,0.6667,0.0958,1
"MDI+CUT+LIN+POW",1309,192,1178,1468,1,0.0152,0.6667,0.0917,1
"MDI+NON+RAN+NON",1310,706,702,1431,1,0.1093,0.6667,0.1,1
"MDI+NON+MEA+LEV",1311,1425,702,713,1,1.523,0.6667,0.4042,1
"MDI+NON+RAN+LIW",1312,755,702,1390,1,0.1133,0.6667,0.1292,1
"MDI+CUT+MEA+NON",1313,261,1178,1415,1,0.0303,0.6667,0.1083,1
"KNN+LOG+LIW+LEV",1314,1512,702,643,1,2.8496,0.6667,0.4292,1
"MDI+CUT+QUA+VAS",1315,1586,702,572,1,7.2434,0.6667,0.4542,1
"MDI+CUT+LIN+NON",1316,258,1178,1431,1,0.0301,0.6667,0.1,1
"MDI+CUT+LIN+LEV",1317,264,1178,1431,1,0.0304,0.6667,0.1,1
"MDI+CUT+MST+LEV",1318,264,1178,1431,1,0.0304,0.6667,0.1,1
"MDI+NON+POW+MED",1319,335,1178,1362,1,0.0452,0.6667,0.1417,1
"HAM+LOG+VAS+MST",1320,94,1457,1348,1,0.0013,0.6667,0.1458,1
"HAM+NON+RAN+LIN",1321,798,702,1405,1,0.1351,0.6667,0.1125,1
"MDI+CUT+LEV+MEA",1322,263,1178,1468,1,0.0304,0.6667,0.0917,1
"HAM+NON+QUA+VAS",1323,1406,702,803,1,1.1851,0.6667,0.3708,1
"MEI+NON+MEA+LEV",1324,1461,660,803,1,2.1515,0.7222,0.3708,1
"MDI+CUT+PQN+VAS",1325,1602,1,1326,1,8.0454,1,0.1583,1
"MEI+NON+CON+NON",1326,904,660,1366,1,0.1861,0.7222,0.1375,1
"KNN+CUT+LIW+VAS",1327,1560,702,675,1,4.7775,0.6667,0.4208,1
"HAM+CUT+CUB+VAS",1328,1557,702,682,1,4.705,0.6667,0.4167,1
"MEI+NON+PAR+PQN",1329,887,702,1354,1,0.1773,0.6667,0.1458,1
"HAM+NON+POW+MEA",1330,399,1178,1366,1,0.0605,0.6667,0.1375,1
"KNN+CUT+RAN+MST",1331,126,1457,1364,1,0.0021,0.6667,0.1417,1
"MEI+NON+PAR+LIN",1332,794,645,1512,1,0.1341,0.7222,0.0792,1
"MEI+NON+VAS+LIW",1333,1515,702,753,1,2.8647,0.6667,0.3917,1
"KNN+CUT+AUT+MST",1334,132,1457,1385,1,0.0023,0.6667,0.1333,1
"HAM+CUT+POW+MEA",1335,233,1178,1564,1,0.0219,0.6667,0.0583,1
"KNN+NON+RAN+MST",1336,119,1457,1405,1,0.0019,0.6667,0.1125,1
"MDI+CUT+POW+NON",1337,195,1178,1610,1,0.0153,0.6667,0.0125,1
"HAM+CUT+MEA+RAN",1338,441,1178,1366,1,0.0756,0.6667,0.1375,1
"KNN+NON+RAN+LIN",1339,405,1178,1405,1,0.0619,0.6667,0.1125,1
"MDI+NON+PAR+NON",1340,865,702,1431,1,0.1689,0.6667,0.1,1
"HAM+NON+RAN+MST",1341,138,1457,1405,1,0.0025,0.6667,0.1125,1
"HAM+NON+PAR+MST",1342,142,1457,1403,1,0.0028,0.6667,0.1167,1
"MEI+LOG+PAR+MST",1343,98,1541,1364,1,0.0014,0.5,0.1417,1
"HAM+NON+AUT+MST",1344,122,1457,1431,1,0.002,0.6667,0.1,1
"KNN+LOG+PQN+LEV",1345,1479,660,871,1,2.4002,0.7222,0.3417,1
"KNN+NON+AUT+MST",1346,125,1457,1428,1,0.0021,0.6667,0.1042,1
"MDI+CUT+RAN+NON",1347,699,702,1610,1,0.1088,0.6667,0.0125,1
"HAM+LOG+PAR+QUA",1348,956,702,1354,1,0.2086,0.6667,0.1458,1
"KNN+CUT+AUT+LIN",1349,451,1178,1386,1,0.0783,0.6667,0.1333,1
"MDI+CUT+MST+PAR",1350,135,1457,1431,1,0.0024,0.6667,0.1,1
"KNN+CUT+VAS+LIW",1351,1582,702,746,1,6.3801,0.6667,0.3958,1
"MEI+LOG+LEV+NON",1352,1516,702,817,1,2.867,0.6667,0.3667,1
"MEI+NON+CON+PAR",1353,1011,660,1366,1,0.2349,0.7222,0.1375,1
"MDI+CUT+MST+POW",1354,79,1478,1483,1,4e-04,0.6667,0.0917,1
"KNN+NON+MEA+LEV",1355,1584,702,759,1,6.6974,0.6667,0.3875,1
"MEI+NON+LEV+PQN",1356,521,1178,1351,1,0.0897,0.6667,0.1458,1
"MDI+CUT+SUM+AUT",1357,772,660,9,1610,0.1228,0.7222,0.7583,0.5833
"MDI+CUT+PAR+MST",1358,97,1541,1412,1,0.0013,0.5,0.1083,1
"MDI+CUT+NON",1359,262,1178,1610,1,0.0303,0.6667,0.0125,1
"HAM+NON+POW+MST",1360,167,1539,1348,1,0.0079,0.5556,0.1458,1
"MDI+CUT+LEV+NON",1361,267,1178,1610,1,0.0304,0.6667,0.0125,1
"KNN+NON+AUT+LIN",1362,933,702,1425,1,0.2043,0.6667,0.1042,1
"KNN+LOG+LEV+MST",1363,130,1539,1395,1,0.0022,0.5556,0.1208,1
"HAM+CUT+MEA+AUT",1364,1006,702,1366,1,0.2306,0.6667,0.1375,1
"HAM+CUT+MEA+PAR",1365,535,1178,1366,1,0.0915,0.6667,0.1375,1
"HAM+NON+LEV+MST",1366,155,1587,1340,1,0.005,0.4444,0.15,1
"KNN+NON+VAS+NON",1367,1449,702,952,1,2.0396,0.6667,0.3042,1
"MDI+NON+LEV+NON",1368,495,1178,1431,1,0.0864,0.6667,0.1,1
"MDI+LOG+LEV+LIW",1369,1679,587,860,1,373.9115,0.7778,0.3458,1
"MDI+NON+LEV+MST",1370,89,1541,1497,1,0.0012,0.5,0.0833,1
"MDI+NON+POW+NON",1371,342,1178,1607,1,0.0457,0.6667,0.0167,1
"HAM+LOG+AUT+MST",1372,156,1541,1431,1,0.0058,0.5,0.1,1
"KNN+NON+PAR+LOE",1373,1007,702,1431,1,0.2309,0.6667,0.1,1
"KNN+NON+SUM+AUT",1374,914,587,34,1610,0.1975,0.7778,0.7333,0.5833
